ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
1375,12,1,2018,275,Sylhet,Rural,Ms. Rina Akter Ritu,Iftekar Uddin,,,,Visit 1,3,Yes,58,Male,Married,Yes,Secondary education completed,8,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Cigarette,Chips,Packet biscuit,Bread,Yes,18,,Full time employee,50000,52000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,60,25,Finance,Marketing,Finding and advise on equipment and technology,,,,Finance,Marketing,,,,,"Yes, regularly",1-10%,Keep it at home/room,Reinvest in Business,,,,,Strongly agree,Strongly agree,Agree somewhat,Agree somewhat,I keep my accounts by remembering,No,Company distributor,10,,,,,,,,,,,Everyday,,,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,3,0,5,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I needed an account to receive my salary/wages,,10,30,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Equal contributions,Equal contributions,Equal contributions,One,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
1376,10,1,2018,276,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,5,Yes,48,Male,Married,Yes,Primary education not completed (up to class 4),6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Cigarette,Detergent powder,Packet biscuit,Sugar/ Molasses,Yes,19,,Farmer,160000,150000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,120,70,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,"Yes, regularly",31-40%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Agree somewhat,I keep my accounts by remembering,Yes,Company distributor,10,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,,,,,,,Everyday,3 times a week,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,No,,,,No,3,1,2,Yes,1,0,50,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Business account,In the past 90 days,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,4,10,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is free,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,One,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,Yes,No
1377,10,1,2018,276,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,4,Yes,70,Male,Widowed,No,No formal education,10,4,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Flour,Edible oil,Chips,Sugar/ Molasses,Yes,2,,Another micro-merchant business,60000,56000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,1,0,0,0,0,0,50,15,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,"Yes, sometimes",1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Keep accounts for credit sale,Yes,Company distributor,2,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,Large store in nearby haat/ Large store in same/nearby area,2,,,,,3 times a week,Twice a  week,Once in every 2 weeks,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",1-10%,No,,,,No,4,0,6,No,,,,,,,,,,,,,,,,,,No,,,,,,"I do not need one, I do not make any transactions",4,10,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Don't know the benefits of insurance,Don't feel the necessity,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Three or more,Yes,Yes,Three or more,Mud brick or C.I. sheet/wood,No,Two or more,Two or more,Yes,No
1378,10,1,2018,276,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,0,Yes,30,Male,Single/ never married,Yes,Primary education completed,9,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),Agriculture,,,,,,7,Egg,Chips,Packet biscuit,Tea/Coffee,Sugar/ Molasses,Yes,4,,Farmer,155000,150000,Do not face any problem,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,120,80,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,"Yes, regularly",21-30%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,I keep my accounts by remembering,Yes,Company distributor,4,Directly from the company/manufacturer,2,Wholesaler in wholesale market,10,,,,,,,Everyday,Twice a  week,Once in every 2 weeks,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,4,2,3,Yes,1,0,100,,Made/receive calls,Send/Receive SMS Text messages,Use bKash/Rocket and other  mobile money transactions,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,Someone I know has a bank account and they recommended I open one,,4,10,20,Yes,Yes,bKash,,,,,Money canbe sent fast,Money remains secured,,High service charge,Network Problem,,No,In the past 90 days,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is free,It is safer than cash money,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Two,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,Yes,Yes
1379,10,1,2018,276,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,0,Yes,38,Male,Married,Yes,Primary education not completed (up to class 4),5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Cigarette,Packet biscuit,Tea/Coffee,Sugar/ Molasses,No,13,,Overseas migrant,65000,60000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,No,No,No,No,No,Yes,0,1,0,1,0,0,1,100,80,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,Finance,Marketing,"Accounting, taxation, bookkeeping",,,,"Yes, regularly",41-50%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,I keep my accounts by remembering,Yes,Company distributor,8,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Twice a  week,3 times a week,Once in every 2 weeks,Twice a  week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,0,3,Yes,1,0,100,,Made/receive calls,Send/Receive SMS Text messages,Use bKash/Rocket and other  mobile money transactions,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,In the past 90 days,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,4,10,20,Yes,Yes,bKash,,,,,Money canbe sent fast,Money remains secured,,High service charge,,,Yes,In the past 30 days,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Fee is too high,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,No,,,,,,,,Wife sole responsibility,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Three or more,Yes,No,Two,Mud brick or C.I. sheet/wood,No,Two or more,Two or more,No,No
1380,10,1,2018,276,Sylhet,Rural,Ms. Rina Akter Ritu,Rana Ahmed,,,,Visit 1,5,Yes,60,Male,Married,Yes,Primary education not completed (up to class 4),3,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),,,,,,,7,Rice,Dal/Pulses,Edible oil,Egg,Packet biscuit,Yes,23,,Overseas migrant,150000,145000,Do not face any problem,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,1,0,0,1,80,60,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",61-70%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Keep accounts for credit sale,Yes,Company distributor,3,Directly from the company/manufacturer,1,Wholesaler in wholesale market,5,,,,,,,3 times a week,Once a week,Once in every 2 weeks,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",21-30%,No,,,,No,2,1,0,Yes,1,0,10,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,3,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife sole responsibility,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,None,No members 6-to-12,No,Two,Brick/cement,Yes,Two or more,Two or more,No,Yes
1381,10,1,2018,277,Sylhet,Rural,Ms. Rina Akter Ritu,Abu Hasan,,,,Visit 2,5,Yes,36,Male,Married,Yes,University degree,6,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Rice,Edible oil,Toilet soap,Packet biscuit,Salt,Yes,7,,Full time employee,100000,120000,Access to finance,Energy connection,,,,Family business,Khas land,No,No,Yes,No,No,No,No,Yes,0,2,0,0,0,0,0,70,40,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Marketing,Technical training (e.g. on the job training),,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Write it to my account book daily,Yes,Company distributor,24,,,Wholesaler in wholesale market,4,,,,,,,Everyday,,Twice a  week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",1-10%,Yes,From a bank,,300000,Yes,4,0,2,Yes,1,0,200,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",0.5,5,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Takes long time,I do not trust system,,,,,,No,It is convenient,,,,,,,Yes,No,,,,,,,,Got frightened of being cheated,,,,,,,Yes,Village level association (Informal),,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,One,Yes,No,Three or more,Brick/cement,No,Two or more,Two or more,Yes,Yes
1382,10,1,2018,277,Sylhet,Rural,Ms. Rina Akter Ritu,Abu Hasan,,,,Visit 1,12,Yes,45,Male,Married,Yes,Madrasha education,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Edible oil,Packet biscuit,Bakery biscuits,Yes,2,,Full time employee,150000,180000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,100,40,Technical training (e.g. on the job training),Finding and advise on equipment and technology,,,,,Finance,,,,,,Rarely,1-10%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Agree somewhat,Strongly agree,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,25,,,Wholesaler in wholesale market,3,,,,,,,Everyday,,Once a month,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,No,,,,No,1,1,2,Yes,1,1,100,20,Made/receive calls,"Watch videos (Cinema, Serial, Song etc)",Listening Songs,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,5,15,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Got frightened of being cheated,,,,,,,No,,,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Two,Yes,No,One,Brick/cement,No,Two or more,Two or more,No,Yes
1383,10,1,2018,277,Sylhet,Rural,Ms. Rina Akter Ritu,Abu Hasan,,,,Visit 1,8,Yes,45,Male,Married,Yes,Primary education completed,5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Laundry soap,Detergent powder,Milk powder,Sugar/ Molasses,Yes,25,,Another micro-merchant business,150000,170000,Access to finance,Energy connection,,,,Single proprietorship,Khas land,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,50,20,Finance,Marketing,,,,,Finance,Marketing,,,,,"Yes, regularly",31-40%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Strongly agree,Write it to my account book daily,No,Company distributor,10,,,Wholesaler in wholesale market,2,,,,,,,Everyday,,Twice a  week,,,,,,Cash,"Yes, Often have to ask for more time or for a loan",Rarely,1-10%,Yes,From family / relatives,60000,,Yes,2,0,3,Yes,1,0,50,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,I can't afford the minimum balance,5,17,20,Yes,Yes,bKash,,,,,Money canbe sent fast,,,No Response,,,No,Never used,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Never used / Not applicable,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,,,,,,,Yes,No,,,,,,,,Don't have enough money to pay premium,,,,,,,No,,,,,,,,Equal contributions,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Two,Yes,No,Three or more,Brick/cement,No,Two or more,Two or more,No,No
1384,10,1,2018,277,Sylhet,Rural,Ms. Rina Akter Ritu,Abu Hasan,,,,Visit 1,5,Yes,30,Male,Married,Yes,Secondary education completed,5,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Dal/Pulses,Edible oil,Toilet soap,Noodles,Sugar/ Molasses,Yes,2,,Full time employee,150000,120000,Access to finance,"Insufficient knowledge, information, business experience",,,,Family business,Rent,No,No,Yes,No,No,Yes,No,Yes,0,1,0,0,0,0,0,70,30,Finance,Technical training (e.g. on the job training),,,,,Finance,Technical training (e.g. on the job training),Finding and advise on equipment and technology,Business plan writing,,,"Yes, regularly",21-30%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,5,,,Wholesaler in wholesale market,1,,,,,,,Once a week,,Everyday,,,,,,Cash,"Yes, Often have to ask for more time or for a loan","Yes, sometimes",1-10%,Yes,From family / relatives,,20000,No,2,1,2,Yes,0,1,,100,Made/receive calls,Browse the internet,,,,,,Weekly internet use,,200,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",5,15,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Small business/shop,Don't feel the necessity,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Brick/cement,No,None,Two or more,No,Yes
1385,10,1,2018,277,Sylhet,Rural,Ms. Rina Akter Ritu,Abu Hasan,,,,Visit 1,4,Yes,32,Male,Married,Yes,Primary education completed,11,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Edible oil,Toilet soap,Shampoo,Packet biscuit,Sugar/ Molasses,Yes,2,,Another micro-merchant business,90000,75000,Access to finance,Solar energy connection,,,,Family business,Rent,No,No,Yes,No,No,Yes,No,Yes,0,1,0,0,0,0,0,30,10,Finance,Marketing,"Accounting, taxation, bookkeeping",Finding and advise on equipment and technology,,,Finance,Marketing,Lobbying and protection of interests,,,,"Yes, regularly",41-50%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Agree somewhat,Strongly agree,Disagree somewhat,Strongly agree,Write it to my account book daily,Yes,Company distributor,20,,,Wholesaler in wholesale market,1,,,,,,,Twice a  week,,Once in every 2 weeks,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From a bank,,150000,Yes,2,2,7,Yes,1,1,100,300,Made/receive calls,Browse the internet,Use Facebook or other social networking site,,,,,Weekly internet use,,2128,,Phone not working properly (other than connectivity issues),Ran out of balance (airtime) without using,Yes,Business account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,5,15,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I do not trust system,Fear of hacking,Suppliers do not always have a mobile money account,,,,,No,It is convenient,,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Small business/shop,,,,,,Yes,Business association,,,,,,,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Equal contributions,Three or more,Yes,Yes,Three or more,"Hemp/hay/bamboo, or other",No,Two or more,Two or more,Yes,Yes
1386,12,1,2018,278,Sylhet,Rural,Ms. Rina Akter Ritu,Tasnia Shanta,,,,Visit 1,8,Yes,31,Male,Married,Yes,Madrasha education,7,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Sugar/ Molasses,Yes,3,,Muajjin,175000,160000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,2,0,0,0,0,0,80,30,Finance,Marketing,,,,,Finance,Marketing,"Legal support, Issues related registering and licensing of business",,,,"Yes, sometimes",21-30%,Keep it at home/room,Reinvest in Business,,,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,20,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,,,,,,,Everyday,3 times a week,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,Yes,From family / relatives,,55000,Yes,6,0,1,Yes,1,0,40,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,1,5,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife sole responsibility,Equal contributions,Husband Sole responsibility,Equal contributions,Equal contributions,Equal contributions,One,No,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
1387,12,1,2018,278,Sylhet,Rural,Ms. Rina Akter Ritu,Tasnia Shanta,,,,Visit 1,25,Yes,33,Male,Married,Yes,Secondary education not completed (class 6-9),9,5,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Rice,Cigarette,Milk powder,Potato,Onion/ Ginger/ Garlic,Yes,20,,Student,240000,228000,Do not face any problem,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,2,0,0,0,2,0,0,300,150,No training needed/ Not applicable,,,,,,No support service needed/ Not applicable,,,,,,"Yes, sometimes",31-40%,Keep it at home/room,Reinvest in Business,,,,,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,I keep my accounts by remembering,No,Company distributor,23,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,,,,,,,Everyday,Everyday,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,1,2,6,Yes,1,0,70,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,No,,,,,,"I do not need one, I do not make any transactions",1,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,No trust on this service,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Don't know the benefits of insurance,Don't feel the necessity,,,,,No,,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
